Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,RushYds,RushTD,Fum,Lost,FantasyPoints
19,Darren Fells,TE,15,ARI,PHI,3,3,100,54,0,36,18,18,0,0,0,0,0,8.40
20,Blake Bell,TE,15,SF,CIN,8,4,50,43,0,27,5,11,0,0,0,0,0,8.30
21,Maxx Williams,TE,15,BAL,KC,6,5,83,31,0,13,5,6,0,0,0,0,0,8.10
22,Lance Kendricks,TE,15,LA,TB,3,3,100,27,0,11,9,9,0,0,0,0,0,5.70
23,Brent Celek,TE,15,PHI,ARI,2,2,100,31,0,21,16,16,0,0,0,0,0,5.10
24,Anthony Fasano,TE,15,TEN,NE,4,3,75,21,0,8,5,7,0,0,0,0,0,5.10
25,Ryan Griffin,TE,15,HOU,IND,2,2,100,30,0,22,15,15,0,0,0,0,0,5.00
26,Cameron Brate,TE,15,TB,LA,5,3,60,20,0,8,4,7,0,0,0,0,0,5.00
27,Mychal Rivera,TE,15,OAK,GB,6,3,50,20,0,14,3,7,0,0,0,0,0,5.00
28,Nick O'Leary,TE,15,BUF,WAS,1,1,100,37,0,37,37,37,0,0,0,0,0,4.70
29,Heath Miller,TE,15,PIT,DEN,5,3,60,12,0,5,2,4,0,0,0,0,0,4.20
30,Kyle Rudolph,TE,15,MIN,CHI,2,2,100,21,0,12,11,11,0,0,0,0,0,4.10
31,Luke Willson,TE,15,SEA,CLE,2,2,100,17,0,11,9,9,0,0,0,0,0,3.70
32,Marcedes Lewis,TE,15,JAX,ATL,3,1,33,26,0,26,9,26,0,0,0,0,0,3.60
33,Owen Daniels,TE,15,DEN,PIT,5,2,40,14,0,7,3,7,0,0,0,0,0,3.40
34,Ladarius Green,TE,15,SD,MIA,3,2,67,13,0,7,4,7,0,0,0,0,0,3.30
35,Clive Walford,TE,15,OAK,GB,7,2,29,10,0,6,1,5,0,0,0,0,0,3.00
36,James Hanna,TE,15,DAL,NYJ,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70
37,Chris Gragg,TE,15,BUF,WAS,1,1,100,16,0,16,16,16,0,0,0,0,0,2.60
38,Coby Fleener,TE,15,IND,HOU,3,1,33,12,0,12,4,12,0,0,0,0,0,2.20
39,Vance McDonald,TE,15,SF,CIN,4,1,25,10,0,10,3,10,0,0,0,0,0,2.00
40,Ryan Hewitt,TE,15,CIN,SF,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90
41,Kellen Davis,TE,15,NYJ,DAL,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90
42,Dion Sims,TE,15,MIA,SD,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
43,Rob Housler,TE,15,CHI,MIN,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
44,Michael Williams,TE,15,NE,TEN,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70
45,Richard Rodgers,TE,15,GB,OAK,4,1,25,7,0,7,2,7,0,0,0,0,0,1.70
46,Jerome Cunningham,TE,15,NYG,CAR,3,1,33,7,0,7,2,7,0,0,0,0,0,1.70
47,Dwayne Allen,TE,15,IND,HOU,2,1,50,5,0,5,3,5,1,1,0,0,0,1.60
48,Cooper Helfet,TE,15,SEA,CLE,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50
49,Justin Perillo,TE,15,GB,OAK,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50
50,Vernon Davis,TE,15,DEN,PIT,3,1,33,5,0,5,2,5,0,0,0,0,0,1.50
1,Jordan Reed,TE,16,WAS,PHI,11,9,82,129,2,28,12,14,0,0,0,0,0,36.90
2,Zach Ertz,TE,16,PHI,WAS,17,13,77,122,0,17,7,9,0,0,0,1,1,27.20
3,Vance McDonald,TE,16,SF,DET,7,5,71,61,1,26,9,12,0,0,0,0,0,17.10
4,Travis Kelce,TE,16,KC,CLE,8,6,75,43,1,13,5,7,0,0,0,0,0,16.30
5,Delanie Walker,TE,16,TEN,HOU,15,9,60,59,0,21,4,7,0,0,0,0,0,14.90
6,Austin Seferian-Jenkins,TE,16,TB,CHI,4,2,50,60,1,43,15,30,0,0,0,0,0,14.00
7,Zach Miller,TE,16,CHI,TB,8,7,88,69,0,18,9,10,0,0,0,0,0,13.90
8,Kyle Rudolph,TE,16,MIN,NYG,3,2,67,53,1,28,18,27,0,0,0,0,0,13.30
9,Rob Gronkowski,TE,16,NE,NYJ,6,4,67,86,0,30,14,22,0,0,0,0,0,12.60
10,Owen Daniels,TE,16,DEN,CIN,7,5,71,70,0,26,10,14,0,0,0,0,0,12.00
11,Heath Miller,TE,16,PIT,BAL,6,5,83,49,0,20,8,10,0,0,0,0,0,9.90
12,Eric Ebron,TE,16,DET,SF,5,4,80,49,0,20,10,12,0,0,0,0,0,8.90
13,Michael Hoomanawanui,TE,16,NO,JAX,1,1,100,17,1,17,17,17,0,0,0,0,0,8.70
14,Tyler Kroft,TE,16,CIN,DEN,6,4,67,46,0,15,8,12,0,0,0,0,0,8.60
15,Cooper Helfet,TE,16,SEA,LA,6,4,67,43,0,16,7,11,0,0,0,0,0,8.30
16,Greg Olsen,TE,16,CAR,ATL,6,4,67,40,0,15,7,10,0,0,0,0,0,8.00
17,Gary Barnidge,TE,16,CLE,KC,8,3,38,47,0,24,6,16,0,0,0,0,0,7.70
18,Jacob Tamme,TE,16,ATL,CAR,4,4,100,29,0,12,7,7,0,0,0,0,0,6.90
19,Jordan Cameron,TE,16,MIA,IND,3,3,100,34,0,15,11,11,0,0,0,0,0,6.40
20,Will Tye,TE,16,NYG,MIN,4,3,75,28,0,14,7,9,0,0,0,0,0,5.80
21,Cameron Brate,TE,16,TB,CHI,1,1,100,46,0,46,46,46,0,0,0,0,0,5.60
22,Matt Lacosse,TE,16,NYG,MIN,3,3,100,22,0,10,7,7,0,0,0,0,0,5.20
23,Ladarius Green,TE,16,SD,OAK,7,2,29,27,0,14,4,14,0,0,0,0,0,4.70
24,Jerome Cunningham,TE,16,NYG,MIN,2,2,100,21,0,12,11,11,0,0,0,0,0,4.10
25,Anthony Fasano,TE,16,TEN,HOU,7,2,29,21,0,12,3,11,0,0,0,0,0,4.10
26,Chris Gragg,TE,16,BUF,DAL,3,2,67,19,0,15,6,10,0,0,0,0,0,3.90
27,Clay Harbor,TE,16,JAX,NO,1,1,100,7,0,7,7,7,0,0,0,0,0,3.70
28,Andrew Quarless,TE,16,GB,ARI,2,2,100,17,0,13,9,9,0,0,0,0,0,3.70
29,Maxx Williams,TE,16,BAL,PIT,5,2,40,16,0,9,3,8,0,0,0,0,0,3.60
30,Coby Fleener,TE,16,IND,MIA,4,2,50,13,0,10,3,7,0,0,0,0,0,3.30
31,Clive Walford,TE,16,OAK,SD,3,1,33,22,0,22,7,22,0,0,0,0,0,3.20
32,Julius Thomas,TE,16,JAX,NO,2,2,100,12,0,8,6,6,0,0,0,0,0,3.20
33,Josh Hill,TE,16,NO,JAX,3,2,67,12,0,6,4,6,0,0,0,0,0,3.20
34,Antonio Gates,TE,16,SD,OAK,2,2,100,11,0,8,6,6,0,0,0,0,0,3.10
35,Brent Celek,TE,16,PHI,WAS,1,1,100,18,0,18,18,18,0,0,0,1,0,2.80
36,Jim Dray,TE,16,CLE,KC,3,1,33,18,0,18,6,18,0,0,0,0,0,2.80
37,Lee Smith,TE,16,OAK,SD,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70
38,Jack Doyle,TE,16,IND,MIA,3,2,67,7,0,5,2,4,0,0,0,0,0,2.70
39,Ryan Griffin,TE,16,HOU,TEN,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30
40,Marcedes Lewis,TE,16,JAX,NO,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30
41,Jason Witten,TE,16,DAL,BUF,2,1,50,12,0,12,6,12,0,0,0,0,0,2.20
42,James Hanna,TE,16,DAL,BUF,4,1,25,10,0,10,3,10,0,0,0,0,0,2.00
43,John Phillips,TE,16,SD,OAK,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90
44,Craig Stevens,TE,16,TEN,HOU,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
45,Dion Sims,TE,16,MIA,IND,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
46,Virgil Green,TE,16,DEN,CIN,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
47,Luke Stocker,TE,16,TB,CHI,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70
48,Jermaine Gresham,TE,16,ARI,GB,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70
49,CJ Fiedorowicz,TE,16,HOU,TEN,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60
50,Jared Cook,TE,16,LA,SEA,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50
1,Zach Ertz,TE,17,PHI,NYG,9,9,100,152,0,60,17,17,0,0,0,0,0,27.20
2,Delanie Walker,TE,17,TEN,IND,14,9,64,94,0,29,7,10,1,36,0,0,0,22.00
3,Coby Fleener,TE,17,IND,TEN,7,7,100,88,1,57,13,13,0,0,0,0,0,21.80
4,Richard Rodgers,TE,17,GB,MIN,8,7,88,59,1,18,7,8,0,0,0,0,0,18.90
5,Benjamin Watson,TE,17,NO,ATL,10,6,60,59,1,22,6,10,0,0,0,0,0,17.90
6,Jason Witten,TE,17,DAL,WAS,8,6,75,58,1,22,7,10,0,0,0,0,0,17.80
7,Will Tye,TE,17,NYG,PHI,8,5,63,67,1,18,8,13,0,0,0,0,0,17.70
8,Tyler Eifert,TE,17,CIN,BAL,4,4,100,51,1,22,13,13,0,0,0,0,0,15.10
9,Gary Barnidge,TE,17,CLE,PIT,13,8,62,66,0,20,5,8,0,0,0,0,0,14.60
10,Eric Ebron,TE,17,DET,CHI,7,5,71,25,1,8,4,5,0,0,0,0,0,13.50
11,Chase Coffman,TE,17,SEA,ARI,5,4,80,29,1,8,6,7,0,0,0,0,0,12.90
12,Tony Moeaki,TE,17,ATL,NO,3,2,67,47,1,42,16,24,0,0,0,0,0,12.70
13,Antonio Gates,TE,17,SD,DEN,5,3,60,34,1,13,7,11,0,0,0,0,0,12.40
14,Maxx Williams,TE,17,BAL,CIN,10,6,60,53,0,15,5,9,0,0,0,0,0,11.30
15,Heath Miller,TE,17,PIT,CLE,4,3,75,18,1,11,5,6,0,0,0,0,0,10.80
16,Jacob Tamme,TE,17,ATL,NO,5,4,80,61,0,32,12,15,0,0,0,0,0,10.10
17,Lance Kendricks,TE,17,LA,SF,5,5,100,37,0,12,7,7,0,0,0,0,0,8.70
18,Jordan Cameron,TE,17,MIA,NE,4,2,50,6,1,4,2,3,0,0,0,0,0,8.60
19,Clive Walford,TE,17,OAK,KC,4,4,100,46,0,19,12,12,0,0,0,0,0,8.60
20,Demetrius Harris,TE,17,KC,OAK,3,1,33,15,1,15,5,15,0,0,0,0,0,8.50
21,Jordan Reed,TE,17,WAS,DAL,4,4,100,45,0,26,11,11,0,0,0,1,0,8.50
22,Cooper Helfet,TE,17,SEA,ARI,6,4,67,42,0,20,7,11,0,0,0,0,0,8.20
23,Tim Wright,TE,17,DET,CHI,1,1,100,9,1,9,9,9,0,0,0,0,0,7.90
24,Austin Seferian-Jenkins,TE,17,TB,CAR,7,3,43,48,0,21,7,16,0,0,0,0,0,7.80
25,Dion Sims,TE,17,MIA,NE,3,3,100,40,0,22,13,13,0,0,0,0,0,7.00
26,Vance McDonald,TE,17,SF,LA,5,3,60,37,0,24,7,12,0,0,0,0,0,6.70
27,Brent Celek,TE,17,PHI,NYG,2,2,100,38,0,24,19,19,0,0,0,0,0,5.80
28,James Hanna,TE,17,DAL,WAS,3,3,100,28,0,13,9,9,0,0,0,0,0,5.80
29,Ryan Griffin,TE,17,HOU,JAX,3,3,100,27,0,12,9,9,0,0,0,0,0,5.70
30,Jermaine Gresham,TE,17,ARI,SEA,3,2,67,36,0,21,12,18,0,0,0,0,0,5.60
31,Marcedes Lewis,TE,17,JAX,HOU,1,1,100,45,0,45,45,45,0,0,0,0,0,5.50
32,Rob Gronkowski,TE,17,NE,MIA,7,2,29,18,0,12,3,9,0,0,0,0,0,3.80
33,Rob Housler,TE,17,CHI,DET,2,2,100,18,0,12,9,9,0,0,0,0,0,3.80
34,Greg Olsen,TE,17,CAR,TB,2,2,100,16,0,10,8,8,0,0,0,0,0,3.60
35,CJ Fiedorowicz,TE,17,HOU,JAX,3,2,67,14,0,9,5,7,0,0,0,0,0,3.40
36,Julius Thomas,TE,17,JAX,HOU,6,2,33,12,0,6,2,6,0,0,0,0,0,3.20
37,Mychal Rivera,TE,17,OAK,KC,2,2,100,12,0,8,6,6,0,0,0,0,0,3.20
38,Clay Harbor,TE,17,JAX,HOU,1,1,100,18,0,18,18,18,0,0,0,0,0,2.80
39,Owen Daniels,TE,17,DEN,SD,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50
40,Virgil Green,TE,17,DEN,SD,1,1,100,14,0,14,14,14,0,0,0,0,0,2.40
41,Cory Harkey,TE,17,LA,SF,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20
42,Travis Kelce,TE,17,KC,OAK,2,1,50,10,0,10,5,10,0,0,0,0,0,2.00
43,Cameron Brate,TE,17,TB,CAR,2,1,50,10,0,10,5,10,0,0,0,0,0,2.00
44,Ed Dickson,TE,17,CAR,TB,3,2,67,0,0,1,0,0,0,0,0,0,0,2.00
45,Levine Toilolo,TE,17,ATL,NO,2,1,50,8,0,8,4,8,0,0,0,0,0,1.80
46,Troy Niklas,TE,17,ARI,SEA,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80
47,Darren Fells,TE,17,ARI,SEA,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70
48,Blake Bell,TE,17,SF,LA,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50
49,Michael Hoomanawanui,TE,17,NO,ATL,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40
50,Josh Hill,TE,17,NO,ATL,3,1,33,4,0,4,1,4,0,0,0,0,0,1.40
