Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,RushYds,RushTD,Fum,Lost,FantasyPoints
1,Julio Jones,WR,1,ATL,PHI,11,9,82,141,2,44,13,16,0,0,0,0,0,38.10
2,Keenan Allen,WR,1,SD,DET,17,15,88,166,0,21,10,11,0,0,0,0,0,34.60
3,DeAndre Hopkins,WR,1,HOU,KC,13,9,69,98,2,17,8,11,0,0,0,0,0,32.80
4,Antonio Brown,WR,1,PIT,NE,11,9,82,133,1,37,12,15,0,0,0,0,0,31.30
5,Jordan Matthews,WR,1,PHI,ATL,13,10,77,102,0,25,8,10,0,0,0,0,0,23.20
6,Kendall Wright,WR,1,TEN,TB,4,4,100,101,1,52,25,25,0,0,0,0,0,23.10
7,Julian Edelman,WR,1,NE,PIT,12,11,92,97,0,14,8,9,1,9,0,0,0,21.60
8,James Jones,WR,1,GB,CHI,4,4,100,51,2,34,13,13,0,0,0,0,0,21.10
9,Jarvis Landry,WR,1,MIA,WAS,12,8,67,53,0,20,4,7,1,14,0,0,0,20.70
10,Steve Johnson,WR,1,SD,DET,6,6,100,82,1,34,14,14,0,0,0,0,0,20.20
11,Percy Harvin,WR,1,BUF,IND,5,5,100,79,1,51,16,16,1,9,0,0,0,19.80
12,Nate Washington,WR,1,HOU,KC,11,6,55,105,0,32,10,18,0,0,0,0,0,19.50
13,Brandon Marshall,WR,1,NYJ,CLE,9,6,67,62,1,18,7,10,0,0,0,0,0,18.20
14,Travis Benjamin,WR,1,CLE,NYJ,3,3,100,89,1,54,30,30,0,0,0,0,0,17.90
15,Donte Moncrief,WR,1,IND,BUF,11,6,55,46,1,15,4,8,0,0,0,0,0,16.60
16,TY Hilton,WR,1,IND,BUF,14,7,50,88,0,30,6,13,0,0,0,0,0,15.80
17,Rashad Greene,WR,1,JAX,CAR,13,7,54,28,1,6,2,4,0,0,0,0,0,15.80
18,Jermaine Kearse,WR,1,SEA,LA,10,8,80,76,0,23,8,10,0,0,0,0,0,15.60
19,Tavon Austin,WR,1,LA,SEA,5,2,40,-2,0,7,0,-1,4,17,1,1,0,15.50
20,Randall Cobb,WR,1,GB,CHI,5,5,100,38,1,10,8,8,0,0,0,0,0,14.80
21,Larry Fitzgerald,WR,1,ARI,NO,8,6,75,87,0,29,11,15,0,0,0,0,0,14.70
22,John Brown,WR,1,ARI,NO,7,4,57,46,1,14,7,12,0,0,0,0,0,14.60
23,Jerricho Cotchery,WR,1,CAR,JAX,6,4,67,45,1,24,8,11,0,0,0,0,0,14.50
24,Emmanuel Sanders,WR,1,DEN,BAL,12,8,67,65,0,18,5,8,0,0,0,0,0,14.50
25,Brandon Coleman,WR,1,NO,ARI,7,4,57,41,1,19,6,10,0,0,0,0,0,14.10
26,Rishard Matthews,WR,1,MIA,WAS,6,4,67,34,1,15,6,9,0,0,0,0,0,13.40
27,Pierre Garcon,WR,1,WAS,MIA,8,6,75,74,0,22,9,12,0,0,0,0,0,13.40
28,Tyler Lockett,WR,1,SEA,LA,4,4,100,34,0,12,9,9,0,0,0,0,0,13.40
29,Demaryius Thomas,WR,1,DEN,BAL,11,7,64,60,0,11,6,9,0,0,0,0,0,13.00
30,Alshon Jeffery,WR,1,CHI,GB,11,5,46,78,0,25,7,16,0,0,0,0,0,12.80
31,Roddy White,WR,1,ATL,PHI,8,4,50,84,0,25,11,21,0,0,0,0,0,12.40
32,Mike Wallace,WR,1,MIN,SF,7,6,86,63,0,19,9,11,0,0,0,0,0,12.30
33,Eric Decker,WR,1,NYJ,CLE,3,2,67,37,1,22,12,19,0,0,0,0,0,11.70
34,AJ Green,WR,1,CIN,OAK,8,5,63,63,0,30,8,13,0,0,0,0,0,11.30
35,Terrance Williams,WR,1,DAL,NYG,8,5,63,60,0,21,8,12,0,0,0,0,0,11.00
36,Markus Wheaton,WR,1,PIT,NE,7,3,43,55,0,26,8,18,0,0,0,0,0,10.50
37,Doug Baldwin,WR,1,SEA,LA,9,7,78,35,0,8,4,5,0,0,0,0,0,10.50
38,Harry Douglas,WR,1,TEN,TB,2,2,100,24,1,20,12,12,0,0,0,0,0,10.40
39,Jeremy Maclin,WR,1,KC,HOU,9,5,56,52,0,20,6,10,0,0,0,0,0,10.20
40,Allen Hurns,WR,1,JAX,CAR,7,5,71,60,0,24,9,12,0,0,0,1,1,10.00
41,Davante Adams,WR,1,GB,CHI,8,4,50,59,0,25,7,15,0,0,0,0,0,9.90
42,Darrius Heyward-Bey,WR,1,PIT,NE,7,4,57,58,0,43,8,15,0,0,0,0,0,9.80
43,Dez Bryant,WR,1,DAL,NYG,7,5,71,48,0,18,7,10,0,0,0,0,0,9.80
44,Cecil Shorts,WR,1,HOU,KC,8,4,50,57,0,20,7,14,0,0,0,0,0,9.70
45,Amari Cooper,WR,1,OAK,CIN,9,5,56,47,0,24,5,9,0,0,0,0,0,9.70
46,Chris Owusu,WR,1,NYJ,CLE,6,4,67,55,0,43,9,14,0,0,0,0,0,9.50
47,Odell Beckham Jr,WR,1,NYG,DAL,8,5,63,44,0,16,6,9,0,0,0,0,0,9.40
48,Brandin Cooks,WR,1,NO,ARI,8,4,50,49,0,30,6,12,1,4,0,0,0,9.30
49,Vincent Jackson,WR,1,TB,TEN,11,4,36,51,0,18,5,13,0,0,0,0,0,9.10
50,Stedman Bailey,WR,1,LA,SEA,4,3,75,58,0,29,15,19,0,0,0,0,0,8.80
1,Larry Fitzgerald,WR,2,ARI,CHI,9,8,89,112,3,28,12,14,0,0,0,0,0,40.20
2,Antonio Brown,WR,2,PIT,SF,11,9,82,195,1,59,18,22,0,0,0,0,0,39.50
3,Allen Robinson,WR,2,JAX,MIA,12,6,50,155,2,52,13,26,0,0,0,0,0,36.50
4,Travis Benjamin,WR,2,CLE,TEN,4,3,75,115,2,60,29,38,0,0,0,0,0,35.50
5,Julian Edelman,WR,2,NE,BUF,19,11,58,97,2,22,5,9,1,12,0,0,0,33.90
6,Odell Beckham Jr,WR,2,NYG,ATL,12,7,58,146,1,67,12,21,0,0,0,0,0,30.60
7,Julio Jones,WR,2,ATL,NYG,15,13,87,135,0,37,9,10,0,0,0,0,0,29.50
8,Michael Crabtree,WR,2,OAK,BAL,16,9,56,111,1,37,7,12,0,0,0,0,0,29.10
9,Torrey Smith,WR,2,SF,PIT,7,6,86,120,1,75,17,20,0,0,0,0,0,29.00
10,Emmanuel Sanders,WR,2,DEN,KC,14,8,57,87,2,19,6,11,1,0,0,0,0,28.70
11,Donte Moncrief,WR,2,IND,NYJ,8,7,88,122,1,30,15,17,0,0,0,0,0,28.20
12,Steve Smith,WR,2,BAL,OAK,16,10,63,150,0,37,9,15,0,0,0,0,0,28.00
13,Amari Cooper,WR,2,OAK,BAL,11,7,64,109,1,68,10,16,0,0,0,0,0,26.90
14,Brandon Marshall,WR,2,NYJ,IND,10,7,70,101,1,42,10,14,0,0,0,0,0,26.10
15,Calvin Johnson,WR,2,DET,MIN,17,10,59,83,1,18,5,8,0,0,0,0,0,24.30
16,Eric Decker,WR,2,NYJ,IND,11,8,73,97,1,20,9,12,0,0,0,0,0,23.70
17,Demaryius Thomas,WR,2,DEN,KC,14,8,57,116,0,22,8,15,0,0,0,0,0,22.60
18,Randall Cobb,WR,2,GB,SEA,11,8,73,116,0,25,11,15,0,0,0,0,0,22.60
19,Jarvis Landry,WR,2,MIA,JAX,10,8,80,110,0,36,11,14,1,6,0,0,0,22.60
20,Doug Baldwin,WR,2,SEA,GB,8,7,88,92,1,32,12,13,0,0,0,0,0,22.20
21,Rishard Matthews,WR,2,MIA,JAX,7,6,86,115,0,48,16,19,0,0,0,0,0,20.50
22,Jordan Matthews,WR,2,PHI,DAL,9,6,67,80,1,32,9,13,0,0,0,0,0,20.00
23,Leonard Hankerson,WR,2,ATL,NYG,11,6,55,77,1,20,7,13,0,0,0,0,0,19.70
24,Terrance Williams,WR,2,DAL,PHI,7,4,57,84,1,42,12,21,0,0,0,0,0,18.40
25,Anquan Boldin,WR,2,SF,PIT,10,6,60,60,1,14,6,10,0,0,0,0,0,18.00
26,Sammy Watkins,WR,2,BUF,NE,8,6,75,60,1,24,8,10,0,0,0,0,0,18.00
27,Darrius Heyward-Bey,WR,2,PIT,SF,5,4,80,77,1,41,15,19,0,0,0,0,0,17.70
28,Aaron Dobson,WR,2,NE,BUF,8,7,88,87,0,24,11,12,0,0,0,0,0,15.70
29,Steve Johnson,WR,2,SD,CIN,6,5,83,45,1,15,8,9,0,0,0,0,0,15.50
30,Robert Woods,WR,2,BUF,NE,3,3,100,60,1,32,20,20,0,0,0,0,0,15.00
31,Corey Brown,WR,2,CAR,HOU,4,3,75,57,1,36,14,19,0,0,0,0,0,14.70
32,Vincent Jackson,WR,2,TB,NO,5,3,60,54,1,22,11,18,0,0,0,0,0,14.40
33,Pierre Garcon,WR,2,WAS,LA,7,6,86,23,1,6,3,4,0,0,0,0,0,14.30
34,Ted Ginn,WR,2,CAR,HOU,9,4,44,41,1,25,5,10,0,0,0,0,0,14.10
35,Golden Tate,WR,2,DET,MIN,10,6,60,80,0,19,8,13,0,0,0,0,0,14.00
36,Malcom Floyd,WR,2,SD,CIN,4,2,50,55,1,40,14,28,0,0,0,0,0,13.50
37,AJ Green,WR,2,CIN,SD,4,3,75,45,1,23,11,15,0,0,0,0,0,13.50
38,Willie Snead,WR,2,NO,TB,6,4,67,44,1,16,7,11,0,0,0,1,1,13.40
39,Marvin Jones,WR,2,CIN,SD,5,2,40,48,1,45,10,24,1,3,0,0,0,13.10
40,Kamar Aiken,WR,2,BAL,OAK,7,5,71,89,0,38,13,18,0,0,0,1,1,12.90
41,Kenny Britt,WR,2,LA,WAS,4,2,50,44,1,40,11,22,0,0,0,0,0,12.40
42,Josh Bellamy,WR,2,CHI,ARI,2,1,50,48,1,48,24,48,0,0,0,0,0,11.80
43,Louis Murphy,WR,2,TB,NO,4,3,75,82,0,54,21,27,0,0,0,0,0,11.20
44,Eddie Royal,WR,2,CHI,ARI,8,7,88,41,0,15,5,6,0,0,0,0,0,11.10
45,Marques Colston,WR,2,NO,TB,5,4,80,69,0,24,14,17,0,0,0,0,0,10.90
46,Allen Hurns,WR,2,JAX,MIA,4,4,100,68,0,24,17,17,0,0,0,0,0,10.80
47,Brandin Cooks,WR,2,NO,TB,7,5,71,62,0,21,9,12,1,-4,0,0,0,10.80
48,DeAndre Hopkins,WR,2,HOU,CAR,11,5,46,53,0,16,5,11,0,0,0,0,0,10.30
49,Jaron Brown,WR,2,ARI,CHI,3,2,67,20,1,14,7,10,0,0,0,0,0,10.00
50,James Jones,WR,2,GB,SEA,3,1,33,29,1,29,10,29,0,0,0,0,0,9.90
1,AJ Green,WR,3,CIN,BAL,13,10,77,227,2,80,18,23,0,0,0,0,0,47.70
2,Steve Smith,WR,3,BAL,CIN,17,13,77,186,2,50,11,14,0,0,0,0,0,46.60
3,Julio Jones,WR,3,ATL,DAL,20,12,60,164,2,45,8,14,0,0,0,0,0,43.40
4,Keenan Allen,WR,3,SD,MIN,18,12,67,133,2,34,7,11,0,0,0,0,0,40.30
5,Larry Fitzgerald,WR,3,ARI,SF,11,9,82,134,2,23,12,15,0,0,0,0,0,37.40
6,Randall Cobb,WR,3,GB,KC,12,7,58,91,3,29,8,13,1,12,0,0,0,35.30
7,Rishard Matthews,WR,3,MIA,BUF,10,6,60,113,2,46,11,19,0,0,0,0,0,32.30
8,Jeremy Maclin,WR,3,KC,GB,11,8,73,141,1,61,13,18,0,0,0,0,0,31.10
9,James Jones,WR,3,GB,KC,8,7,88,139,1,52,17,20,0,0,0,0,0,29.90
10,Brandon Marshall,WR,3,NYJ,PHI,14,10,71,109,1,20,8,11,0,0,0,2,1,28.90
11,Rueben Randle,WR,3,NYG,WAS,7,7,100,116,1,41,17,17,0,0,0,0,0,27.60
12,DeAndre Hopkins,WR,3,HOU,TB,14,8,57,101,1,29,7,13,0,0,0,0,0,27.10
13,Antonio Brown,WR,3,PIT,LA,13,11,85,108,0,19,8,10,0,0,0,0,0,24.80
14,Kendall Wright,WR,3,TEN,IND,12,7,58,95,1,24,8,14,1,13,0,0,0,23.80
15,Amari Cooper,WR,3,OAK,CLE,11,8,73,134,0,40,12,17,0,0,0,1,1,23.40
16,Demaryius Thomas,WR,3,DEN,DET,13,9,69,92,1,45,7,10,0,0,0,1,1,23.20
17,Odell Beckham Jr,WR,3,NYG,WAS,9,7,78,79,1,30,9,11,0,0,0,0,0,20.90
18,Marvin Jones,WR,3,CIN,BAL,8,5,63,94,1,32,12,19,0,0,0,0,0,20.40
19,Kenny Britt,WR,3,LA,PIT,10,7,70,102,0,26,10,15,0,0,0,0,0,20.20
20,Mike Evans,WR,3,TB,HOU,17,7,41,101,0,20,6,14,0,0,0,0,0,20.10
21,Jarvis Landry,WR,3,MIA,BUF,13,8,62,67,0,13,5,8,1,-1,0,0,0,16.60
22,Julian Edelman,WR,3,NE,JAX,11,8,73,85,0,19,8,11,0,0,0,0,0,16.50
23,Calvin Johnson,WR,3,DET,DEN,13,8,62,77,0,25,6,10,0,0,0,0,0,15.70
24,Jeremy Kerley,WR,3,NYJ,PHI,11,6,55,33,1,9,3,6,0,0,0,0,0,15.30
25,Percy Harvin,WR,3,BUF,MIA,8,7,88,66,0,18,8,9,2,16,0,0,0,15.20
26,Allen Hurns,WR,3,JAX,NE,4,2,50,70,1,59,18,35,0,0,0,0,0,15.00
27,Danny Amendola,WR,3,NE,JAX,5,5,100,39,1,12,8,8,0,0,0,0,0,14.90
28,Brandin Cooks,WR,3,NO,CAR,8,7,88,79,0,16,10,11,0,0,0,0,0,14.90
29,Emmanuel Sanders,WR,3,DEN,DET,9,6,67,87,0,34,10,15,0,0,0,0,0,14.70
30,Seth Roberts,WR,3,OAK,CLE,5,3,60,56,1,36,11,19,0,0,0,0,0,14.60
31,Brian Hartline,WR,3,CLE,OAK,7,5,71,96,0,41,14,19,0,0,0,0,0,14.60
32,Jermaine Kearse,WR,3,SEA,CHI,6,6,100,76,0,22,13,13,0,0,0,0,0,13.60
33,Travis Benjamin,WR,3,CLE,OAK,10,4,40,45,1,17,5,11,0,0,0,1,1,13.50
34,TY Hilton,WR,3,IND,TEN,7,4,57,94,0,48,13,24,0,0,0,0,0,13.40
35,Ted Ginn,WR,3,CAR,NO,6,4,67,93,0,55,16,23,0,0,0,0,0,13.30
36,Chris Hogan,WR,3,BUF,MIA,4,3,75,42,1,38,11,14,0,0,0,0,0,13.20
37,Donte Moncrief,WR,3,IND,TEN,7,4,57,32,1,11,5,8,0,0,0,0,0,13.20
38,Jamison Crowder,WR,3,WAS,NYG,6,6,100,45,0,15,8,8,0,0,0,0,0,12.50
39,Phillip Dorsett,WR,3,IND,TEN,3,2,67,43,1,35,14,22,0,0,0,0,0,12.30
40,Keshawn Martin,WR,3,NE,JAX,3,3,100,33,1,13,11,11,0,0,0,0,0,12.30
41,Cecil Shorts,WR,3,HOU,TB,9,6,67,58,0,18,6,10,0,0,0,0,0,11.80
42,Pierre Garcon,WR,3,WAS,NYG,12,5,42,64,0,19,5,13,0,0,0,0,0,11.40
43,Jordan Matthews,WR,3,PHI,NYJ,8,6,75,49,0,17,6,8,0,0,0,0,0,10.90
44,Allen Robinson,WR,3,JAX,NE,9,4,44,68,0,37,8,17,0,0,0,0,0,10.80
45,Golden Tate,WR,3,DET,DEN,7,5,71,57,0,33,8,11,0,0,0,0,0,10.70
46,Rashad Ross,WR,3,WAS,NYG,2,2,100,27,0,20,14,14,0,0,0,0,0,10.70
47,Malcom Floyd,WR,3,SD,MIN,7,4,57,63,0,39,9,16,0,0,0,0,0,10.30
48,Dorial Green-Beckham,WR,3,TEN,IND,3,2,67,22,1,19,7,11,0,0,0,0,0,10.20
49,Quincy Enunwa,WR,3,NYJ,PHI,10,5,50,50,0,26,5,10,0,0,0,0,0,10.00
50,Ty Montgomery,WR,3,GB,KC,2,2,100,14,1,8,7,7,0,0,0,0,0,9.40
1,Vincent Jackson,WR,4,TB,CAR,15,10,67,147,1,23,10,15,0,0,0,0,0,33.70
2,Allen Hurns,WR,4,JAX,IND,15,11,73,116,1,26,8,11,0,0,0,1,0,31.60
3,Tavon Austin,WR,4,LA,ARI,7,6,86,96,2,47,14,16,2,20,0,0,0,29.60
4,Jeremy Maclin,WR,4,KC,CIN,13,11,85,148,0,44,11,14,0,0,0,0,0,28.80
5,DeAndre Hopkins,WR,4,HOU,ATL,22,9,41,157,0,28,7,17,0,0,0,0,0,27.70
6,Leonard Hankerson,WR,4,ATL,HOU,8,6,75,103,1,55,13,17,0,0,0,0,0,25.30
7,Brandon Marshall,WR,4,NYJ,MIA,11,7,64,128,0,58,12,18,0,0,0,0,0,22.80
8,Mike Wallace,WR,4,MIN,DEN,10,8,80,83,1,18,8,10,0,0,0,0,0,22.30
9,Cecil Shorts,WR,4,HOU,ATL,10,6,60,87,1,42,9,15,0,0,0,1,1,19.70
10,Kenny Stills,WR,4,MIA,NYJ,8,5,63,81,1,42,10,16,0,0,0,0,0,19.10
11,Kamar Aiken,WR,4,BAL,PIT,7,5,71,77,1,20,11,15,0,0,0,0,0,18.70
12,Pierre Garcon,WR,4,WAS,PHI,8,7,88,55,1,14,7,8,0,0,0,0,0,18.50
13,Eddie Royal,WR,4,CHI,OAK,10,7,70,54,1,21,5,8,0,0,0,0,0,18.40
14,Demaryius Thomas,WR,4,DEN,MIN,12,9,75,93,0,30,8,10,0,0,0,0,0,18.30
15,Keenan Allen,WR,4,SD,CLE,7,4,57,72,1,31,10,18,0,0,0,0,0,17.20
16,Dwayne Harris,WR,4,NYG,BUF,6,5,83,51,1,21,9,10,0,0,0,0,0,16.10
17,Larry Fitzgerald,WR,4,ARI,LA,9,7,78,99,0,22,11,14,0,0,0,1,1,15.90
18,Ted Ginn,WR,4,CAR,TB,3,2,67,18,2,12,6,9,0,0,0,0,0,15.80
19,John Brown,WR,4,ARI,LA,10,7,70,75,0,14,8,11,1,13,0,0,0,15.80
20,Riley Cooper,WR,4,PHI,WAS,3,2,67,72,1,62,24,36,0,0,0,0,0,15.20
21,AJ Green,WR,4,CIN,KC,10,7,70,82,0,36,8,12,0,0,0,0,0,15.20
22,Amari Cooper,WR,4,OAK,CHI,9,4,44,49,1,26,5,12,0,0,0,0,0,14.90
23,Willie Snead,WR,4,NO,DAL,6,6,100,89,0,20,15,15,0,0,0,0,0,14.90
24,James Jones,WR,4,GB,SF,6,5,83,98,0,38,16,20,0,0,0,0,0,14.80
25,Stefon Diggs,WR,4,MIN,DEN,10,6,60,87,0,25,9,15,0,0,0,2,0,14.70
26,Eric Decker,WR,4,NYJ,MIA,5,4,80,46,1,26,9,12,0,0,0,0,0,14.60
27,Marquess Wilson,WR,4,CHI,OAK,9,6,67,80,0,35,9,13,0,0,0,0,0,14.00
28,Terrance Williams,WR,4,DAL,NO,10,3,30,49,1,24,5,16,0,0,0,0,0,13.90
29,Travis Benjamin,WR,4,CLE,SD,10,6,60,79,0,18,8,13,0,0,0,0,0,13.90
30,TY Hilton,WR,4,IND,JAX,13,7,54,67,0,17,5,10,0,0,0,0,0,13.70
31,Donte Moncrief,WR,4,IND,JAX,9,6,67,75,0,21,8,13,0,0,0,0,0,13.50
32,Jamison Crowder,WR,4,WAS,PHI,12,7,58,65,0,22,5,9,0,0,0,0,0,13.50
33,Miles Austin,WR,4,PHI,WAS,3,2,67,51,1,39,17,26,0,0,0,0,0,13.10
34,Darrius Heyward-Bey,WR,4,PIT,BAL,5,4,80,31,1,12,6,8,0,0,0,0,0,13.10
35,Michael Crabtree,WR,4,OAK,CHI,6,5,83,80,0,25,13,16,0,0,0,0,0,13.00
36,Adam Thielen,WR,4,MIN,DEN,8,6,75,70,0,18,9,12,0,0,0,0,0,13.00
37,Doug Baldwin,WR,4,SEA,DET,4,3,75,36,1,24,9,12,0,0,0,0,0,12.60
38,Brandon Tate,WR,4,CIN,KC,1,1,100,55,1,55,55,55,0,0,0,0,0,12.50
39,Mohamed Sanu,WR,4,CIN,KC,6,4,67,84,0,52,14,21,0,0,0,0,0,12.40
40,Cole Beasley,WR,4,DAL,NO,6,6,100,62,0,19,10,10,0,0,0,0,0,12.20
41,Rueben Randle,WR,4,NYG,BUF,6,3,50,31,1,22,5,10,0,0,0,0,0,12.10
42,Allen Robinson,WR,4,JAX,IND,12,4,33,80,0,48,7,20,0,0,0,0,0,12.00
43,Dontrelle Inman,WR,4,SD,CLE,5,3,60,88,0,68,18,29,0,0,0,0,0,11.80
44,Calvin Johnson,WR,4,DET,SEA,11,7,64,56,0,15,5,8,0,0,0,1,1,11.60
45,Stedman Bailey,WR,4,LA,ARI,3,2,67,30,1,18,10,15,0,0,0,0,0,11.00
46,Jarvis Landry,WR,4,MIA,NYJ,12,4,33,40,0,20,3,10,2,29,0,0,0,10.90
47,Michael Floyd,WR,4,ARI,LA,7,5,71,59,0,22,8,12,0,0,0,0,0,10.90
48,Michael Campanaro,WR,4,BAL,PIT,2,2,100,16,0,9,8,8,1,9,1,0,0,10.50
49,Jermaine Kearse,WR,4,SEA,DET,2,2,100,84,0,50,42,42,0,0,0,0,0,10.40
50,Emmanuel Sanders,WR,4,DEN,MIN,6,3,50,68,0,43,11,23,0,0,0,0,0,9.80
1,DeAndre Hopkins,WR,5,HOU,IND,14,11,79,169,0,34,12,15,0,0,0,0,0,30.90
2,Odell Beckham Jr,WR,5,NYG,SF,11,7,64,121,1,49,11,17,1,3,0,0,0,28.40
3,Anquan Boldin,WR,5,SF,NYG,12,8,67,107,1,37,9,13,0,0,0,0,0,27.70
4,Allen Robinson,WR,5,JAX,TB,9,7,78,72,2,21,8,10,0,0,0,0,0,26.20
5,Andre Johnson,WR,5,IND,HOU,7,6,86,77,2,24,11,13,0,0,0,0,0,25.70
6,Allen Hurns,WR,5,JAX,TB,6,5,83,116,1,59,19,23,0,0,0,0,0,25.60
7,Julian Edelman,WR,5,NE,DAL,5,4,80,120,1,59,24,30,0,0,0,0,0,25.00
8,Brandin Cooks,WR,5,NO,PHI,9,5,56,107,1,46,12,21,0,0,0,0,0,24.70
9,Willie Snead,WR,5,NO,PHI,11,6,55,141,0,59,13,24,0,0,0,0,0,23.10
10,Emmanuel Sanders,WR,5,DEN,OAK,12,9,75,111,0,45,9,12,0,0,0,0,0,23.10
11,Marquess Wilson,WR,5,CHI,KC,8,6,75,85,1,33,11,14,0,0,0,0,0,20.50
12,Jaelen Strong,WR,5,HOU,IND,2,2,100,53,2,42,27,27,0,0,0,0,0,19.30
13,Josh Huff,WR,5,PHI,NO,5,4,80,78,1,41,16,20,0,0,0,0,0,17.80
14,Julio Jones,WR,5,ATL,WAS,10,5,50,67,0,20,7,13,0,0,1,1,0,17.70
15,Lance Moore,WR,5,DET,ARI,8,6,75,55,1,22,7,9,0,0,0,0,0,17.50
16,John Brown,WR,5,ARI,DET,4,4,100,73,1,49,18,18,0,0,0,0,0,17.30
17,Larry Fitzgerald,WR,5,ARI,DET,7,5,71,58,1,26,8,12,0,0,0,0,0,16.80
18,Jamison Crowder,WR,5,WAS,ATL,8,8,100,87,0,26,11,11,1,0,0,1,0,16.70
19,Jeremy Maclin,WR,5,KC,CHI,12,8,67,85,0,23,7,11,0,0,0,0,0,16.50
20,Ty Montgomery,WR,5,GB,LA,5,4,80,59,1,31,12,15,0,0,0,0,0,15.90
21,James Jones,WR,5,GB,LA,3,2,67,77,1,65,26,39,0,0,0,0,0,15.70
22,Golden Tate,WR,5,DET,ARI,18,8,44,74,0,21,4,9,1,8,0,1,1,15.20
23,Chris Hogan,WR,5,BUF,TEN,3,3,100,52,1,46,17,17,0,0,0,0,0,14.36
24,Travis Benjamin,WR,5,CLE,BAL,12,6,50,83,0,25,7,14,0,0,0,0,0,14.30
25,Markus Wheaton,WR,5,PIT,SD,3,1,33,72,1,72,24,72,0,0,0,0,0,14.20
26,Andrew Hawkins,WR,5,CLE,BAL,9,7,78,49,0,22,5,7,0,0,0,0,0,13.90
27,TY Hilton,WR,5,IND,HOU,9,5,56,88,0,43,10,18,0,0,0,0,0,13.80
28,AJ Green,WR,5,CIN,SEA,8,6,75,78,0,22,10,13,0,0,0,0,0,13.80
29,Dwayne Harris,WR,5,NYG,SF,8,6,75,72,0,24,9,12,0,0,0,0,0,13.20
30,Mohamed Sanu,WR,5,CIN,SEA,5,5,100,69,0,25,14,14,0,0,0,0,0,11.90
31,Jermaine Kearse,WR,5,SEA,CIN,3,2,67,38,1,30,13,19,0,0,0,0,0,11.80
32,Kamar Aiken,WR,5,BAL,CLE,9,4,44,78,0,48,9,20,0,0,0,0,0,11.80
33,Calvin Johnson,WR,5,DET,ARI,7,5,71,67,0,23,10,13,0,0,0,0,0,11.70
34,Keenan Allen,WR,5,SD,PIT,10,6,60,57,0,20,6,10,0,0,0,0,0,11.70
35,Taylor Gabriel,WR,5,CLE,BAL,5,4,80,75,0,56,15,19,0,0,0,0,0,11.50
36,Marvin Jones,WR,5,CIN,SEA,8,5,63,61,0,44,8,12,0,0,0,0,0,11.10
37,Tavon Austin,WR,5,LA,GB,5,2,40,6,1,5,1,3,3,22,0,0,0,10.80
38,Demaryius Thomas,WR,5,DEN,OAK,8,5,63,55,0,17,7,11,0,0,0,0,0,10.50
39,Bryan Walters,WR,5,JAX,TB,4,4,100,64,0,24,16,16,0,0,0,0,0,10.40
40,Stedman Bailey,WR,5,LA,GB,5,3,60,73,0,68,15,24,0,0,0,0,0,10.30
41,Doug Baldwin,WR,5,SEA,CIN,3,3,100,70,0,46,23,23,0,0,0,0,0,10.00
42,Michael Crabtree,WR,5,OAK,DEN,9,4,44,54,0,25,6,14,0,0,0,0,0,9.40
43,Jordan Matthews,WR,5,PHI,NO,7,5,71,44,0,18,6,9,0,0,0,0,0,9.40
44,Cameron Meredith,WR,5,CHI,KC,4,4,100,52,0,20,13,13,0,0,0,0,0,9.20
45,Rueben Randle,WR,5,NYG,SF,6,5,83,42,0,16,7,8,0,0,0,0,0,9.20
46,Josh Bellamy,WR,5,CHI,KC,8,6,75,31,0,8,4,5,0,0,0,0,0,9.10
47,Amari Cooper,WR,5,OAK,DEN,4,4,100,47,0,21,12,12,1,2,0,0,0,8.90
48,Pierre Garcon,WR,5,WAS,ATL,8,3,38,51,0,21,6,17,0,0,0,0,0,8.10
49,Cole Beasley,WR,5,DAL,NE,6,4,67,40,0,21,7,10,0,0,0,0,0,8.00
50,Malcom Floyd,WR,5,SD,PIT,4,3,75,48,0,32,12,16,0,0,0,0,0,7.80
1,DeAndre Hopkins,WR,6,HOU,JAX,15,10,67,148,2,29,10,15,0,0,0,0,0,39.80
2,Martavis Bryant,WR,6,PIT,ARI,8,6,75,137,2,88,17,23,1,8,0,0,0,35.50
3,Keenan Allen,WR,6,SD,GB,15,14,93,157,0,38,11,11,0,0,0,0,0,32.70
4,Alshon Jeffery,WR,6,CHI,DET,11,8,73,147,1,45,13,18,0,0,0,0,0,31.70
5,Calvin Johnson,WR,6,DET,CHI,9,6,67,166,1,57,18,28,0,0,0,0,0,31.60
6,John Brown,WR,6,ARI,PIT,14,10,71,196,0,45,14,20,0,0,0,1,1,31.60
7,Steve Smith,WR,6,BAL,SF,10,7,70,137,1,34,14,20,0,0,0,0,0,29.70
8,Brandon Marshall,WR,6,NYJ,WAS,9,7,78,111,1,35,12,16,0,0,0,1,1,26.10
9,Lance Moore,WR,6,DET,CHI,6,5,83,106,1,42,18,21,0,0,0,0,0,24.60
10,Marvin Jones,WR,6,CIN,BUF,12,9,75,95,1,42,8,11,0,0,0,0,0,24.50
11,Demaryius Thomas,WR,6,DEN,CLE,17,10,59,111,0,20,7,11,0,0,0,0,0,24.10
12,Emmanuel Sanders,WR,6,DEN,CLE,12,4,33,109,1,75,9,27,0,0,0,0,0,23.90
