Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,RushYds,RushTD,Fum,Lost,FantasyPoints
13,Travis Benjamin,WR,6,CLE,DEN,13,9,69,117,0,47,9,13,0,0,0,0,0,23.70
14,Stefon Diggs,WR,6,MIN,KC,9,7,78,129,0,31,14,18,0,0,0,0,0,22.90
15,Allen Robinson,WR,6,JAX,HOU,12,6,50,86,1,25,7,14,0,0,0,0,0,20.60
16,Danny Amendola,WR,6,NE,IND,9,7,78,105,0,35,12,15,0,0,0,0,0,20.50
17,TY Hilton,WR,6,IND,NE,9,6,67,74,1,27,8,12,0,0,0,0,0,19.40
18,Odell Beckham Jr,WR,6,NYG,PHI,8,7,88,61,1,17,8,9,0,0,0,0,0,19.10
19,Donte Moncrief,WR,6,IND,NE,11,6,55,69,1,20,6,12,0,0,0,0,0,18.90
20,Torrey Smith,WR,6,SF,BAL,6,3,50,96,1,76,16,32,0,0,0,0,0,18.60
21,Anquan Boldin,WR,6,SF,BAL,9,5,56,102,0,51,11,20,0,0,0,0,0,18.20
22,Larry Fitzgerald,WR,6,ARI,PIT,10,8,80,93,0,44,9,12,0,0,0,0,0,17.30
23,Julian Edelman,WR,6,NE,IND,10,6,60,50,1,13,5,8,1,2,0,0,0,17.20
24,Bryan Walters,WR,6,JAX,HOU,12,8,67,87,0,29,7,11,0,0,0,0,0,16.70
25,Riley Cooper,WR,6,PHI,NYG,6,3,50,76,1,43,13,25,0,0,0,0,0,16.60
26,Michael Floyd,WR,6,ARI,PIT,8,5,63,50,1,18,6,10,0,0,0,0,0,16.00
27,Golden Tate,WR,6,DET,CHI,8,6,75,40,1,22,5,7,0,0,0,0,0,16.00
28,Jarvis Landry,WR,6,MIA,TEN,4,3,75,42,0,19,11,14,2,24,1,0,0,15.60
29,Julio Jones,WR,6,ATL,NO,10,6,60,93,0,30,9,16,0,0,0,0,0,15.30
30,Eric Decker,WR,6,NYJ,WAS,7,4,57,59,1,35,8,15,0,0,0,1,1,14.90
31,Sammy Watkins,WR,6,BUF,CIN,5,4,80,48,1,22,10,12,0,0,0,0,0,14.80
32,Albert Wilson,WR,6,KC,MIN,6,3,50,57,1,42,10,19,0,0,0,0,0,14.70
33,Malcom Floyd,WR,6,SD,GB,12,5,42,95,0,50,8,19,0,0,0,0,0,14.50
34,Rishard Matthews,WR,6,MIA,TEN,6,6,100,85,0,24,14,14,0,0,0,0,0,14.50
35,Pierre Garcon,WR,6,WAS,NYJ,8,5,63,28,1,12,4,6,0,0,0,0,0,13.80
36,Ricardo Lockette,WR,6,SEA,CAR,2,2,100,43,1,40,22,22,0,0,0,0,0,12.30
37,Quinton Patton,WR,6,SF,BAL,3,2,67,38,1,21,13,19,0,0,0,0,0,11.80
38,Roddy White,WR,6,ATL,NO,4,3,75,23,1,8,6,8,0,0,0,0,0,11.30
39,Kamar Aiken,WR,6,BAL,SF,8,3,38,22,1,12,3,7,0,0,0,0,0,11.20
40,Allen Hurns,WR,6,JAX,HOU,7,2,29,30,1,19,4,15,0,0,0,0,0,11.00
41,James Jones,WR,6,GB,SD,5,2,40,30,1,22,6,15,0,0,0,0,0,11.00
42,Griff Whalen,WR,6,IND,NE,3,2,67,30,1,18,10,15,0,0,0,0,0,11.00
43,Jordan Matthews,WR,6,PHI,NYG,11,6,55,59,0,19,5,10,0,0,0,1,1,10.90
44,Dontrelle Inman,WR,6,SD,GB,7,3,43,18,1,9,3,6,0,0,0,0,0,10.80
45,Cecil Shorts,WR,6,HOU,JAX,6,4,67,63,0,31,11,16,0,0,0,0,0,10.30
46,Jeff Janis,WR,6,GB,SD,4,2,50,79,0,46,20,40,0,0,0,0,0,9.90
47,Eddie Royal,WR,6,CHI,DET,7,5,71,49,0,30,7,10,0,0,0,0,0,9.90
48,Willie Snead,WR,6,NO,ATL,5,4,80,55,0,24,11,14,0,0,0,0,0,9.50
49,Rueben Randle,WR,6,NYG,PHI,6,5,83,44,0,15,7,9,0,0,0,0,0,9.40
50,Miles Austin,WR,6,PHI,NYG,3,3,100,60,0,37,20,20,0,0,0,0,0,9.00
1,Nate Washington,WR,7,HOU,MIA,16,9,56,127,2,27,8,14,0,0,0,0,0,36.70
2,TY Hilton,WR,7,IND,NO,15,4,27,150,2,87,10,38,0,0,0,0,0,34.00
3,Mike Evans,WR,7,TB,WAS,12,8,67,164,1,40,14,21,0,0,0,0,0,33.40
4,Amari Cooper,WR,7,OAK,SD,6,5,83,133,1,52,22,27,0,0,0,0,0,27.30
5,Stefon Diggs,WR,7,MIN,DET,9,6,67,108,1,36,12,18,1,9,0,0,0,26.70
6,Jarvis Landry,WR,7,MIA,HOU,5,5,100,83,2,50,17,17,1,5,0,0,0,25.80
7,Julio Jones,WR,7,ATL,TEN,17,9,53,92,1,21,5,10,0,0,0,0,0,24.20
8,Robert Woods,WR,7,BUF,JAX,13,9,69,84,1,16,7,9,0,0,0,0,0,23.40
9,Danny Amendola,WR,7,NE,NYJ,9,8,89,86,1,23,10,11,0,0,0,0,0,22.60
10,Antonio Brown,WR,7,PIT,KC,8,6,75,124,0,41,16,21,1,6,0,0,0,22.00
11,Allen Robinson,WR,7,JAX,BUF,9,6,67,98,1,23,11,16,0,0,0,0,0,21.80
12,Calvin Johnson,WR,7,DET,MIN,7,5,71,86,1,46,12,17,0,0,0,0,0,19.60
13,Tyler Lockett,WR,7,SEA,SF,5,5,100,79,1,43,16,16,0,0,0,0,0,18.90
14,Michael Crabtree,WR,7,OAK,SD,8,6,75,63,1,25,8,11,0,0,0,0,0,18.30
15,Chris Conley,WR,7,KC,PIT,7,6,86,63,1,25,9,11,0,0,0,0,0,18.30
16,Keenan Allen,WR,7,SD,OAK,13,9,69,89,0,18,7,10,0,0,0,0,0,17.90
17,Rishard Matthews,WR,7,MIA,HOU,3,3,100,75,1,53,25,25,0,0,0,0,0,16.50
18,John Brown,WR,7,ARI,BAL,6,4,67,65,1,35,11,16,0,0,0,0,0,16.50
19,Eric Decker,WR,7,NYJ,NE,12,6,50,94,0,24,8,16,0,0,0,0,0,15.40
20,Ted Ginn,WR,7,CAR,PHI,8,5,63,59,0,20,7,12,1,43,0,0,0,15.20
21,Michael Floyd,WR,7,ARI,BAL,4,3,75,59,1,33,15,20,0,0,0,0,0,14.90
22,Martavis Bryant,WR,7,PIT,KC,8,3,38,45,1,19,6,15,1,13,0,0,0,14.80
23,Kendall Wright,WR,7,TEN,ATL,8,4,50,46,1,19,6,12,0,0,0,0,0,14.60
24,Ryan Grant,WR,7,WAS,TB,3,3,100,54,1,32,18,18,0,0,0,0,0,14.40
25,Brandin Cooks,WR,7,NO,IND,13,6,46,81,0,47,6,14,0,0,0,1,0,14.10
26,Donte Moncrief,WR,7,IND,NO,6,4,67,34,1,12,6,9,0,0,0,0,0,13.40
27,Allen Hurns,WR,7,JAX,BUF,8,2,25,53,1,31,7,27,0,0,0,0,0,13.30
28,Marcus Easley,WR,7,BUF,JAX,1,1,100,58,1,58,58,58,0,0,0,0,0,12.80
29,Steve Smith,WR,7,BAL,ARI,9,5,56,78,0,29,9,16,0,0,0,0,0,12.80
30,Dwayne Harris,WR,7,NYG,DAL,2,2,100,43,0,38,22,22,0,0,0,0,0,12.30
31,Jeremy Kerley,WR,7,NYJ,NE,4,3,75,27,1,12,7,9,0,0,0,0,0,11.70
32,Chris Hogan,WR,7,BUF,JAX,11,6,55,56,0,14,5,9,0,0,0,0,0,11.60
33,Terrance Williams,WR,7,DAL,NYG,7,4,57,70,0,27,10,18,0,0,0,0,0,11.00
34,DeAndre Hopkins,WR,7,HOU,MIA,12,6,50,50,0,11,4,8,0,0,0,1,0,11.00
35,Brandon Marshall,WR,7,NYJ,NE,7,4,57,67,0,29,10,17,0,0,0,0,0,10.70
36,Pierre Garcon,WR,7,WAS,TB,6,5,83,55,0,21,9,11,0,0,0,0,0,10.50
37,Tavon Austin,WR,7,LA,CLE,7,4,57,43,0,20,6,11,1,21,0,0,0,10.40
38,Julian Edelman,WR,7,NE,NYJ,9,5,56,54,0,27,6,11,0,0,0,0,0,10.40
39,Albert Wilson,WR,7,KC,PIT,6,3,50,71,0,40,12,24,0,0,0,0,0,10.10
40,Jamison Crowder,WR,7,WAS,TB,5,5,100,48,0,18,10,10,0,0,0,0,0,9.80
41,Devin Street,WR,7,DAL,NYG,1,1,100,25,1,25,25,25,0,0,0,0,0,9.50
42,Jermaine Kearse,WR,7,SEA,SF,4,3,75,64,0,36,16,21,0,0,0,0,0,9.40
43,Miles Austin,WR,7,PHI,CAR,6,4,67,52,0,22,9,13,0,0,0,0,0,9.20
44,Steve Johnson,WR,7,SD,OAK,8,4,50,50,0,23,6,13,0,0,0,1,0,9.00
45,Rueben Randle,WR,7,NYG,DAL,5,2,40,68,0,44,14,34,0,0,0,0,0,8.80
46,Andre Johnson,WR,7,IND,NO,4,4,100,44,0,35,11,11,0,0,0,0,0,8.40
47,Andre Roberts,WR,7,WAS,TB,6,3,50,49,0,38,8,16,0,0,0,0,0,7.90
48,Roddy White,WR,7,ATL,TEN,4,3,75,48,0,17,12,16,0,0,0,0,0,7.80
49,Donteea Dye,WR,7,TB,WAS,1,1,100,7,1,7,7,7,0,0,0,0,0,7.70
50,Travis Benjamin,WR,7,CLE,LA,8,4,50,47,0,21,6,12,0,0,0,1,1,7.70
1,Odell Beckham Jr,WR,8,NYG,NO,9,8,89,130,3,50,14,16,0,0,0,0,0,42.00
2,Julio Jones,WR,8,ATL,TB,13,12,92,162,1,35,13,14,0,0,0,1,1,36.20
3,AJ Green,WR,8,CIN,PIT,17,11,65,118,1,38,7,11,0,0,0,0,0,31.80
4,Alshon Jeffery,WR,8,CHI,MIN,15,10,67,116,1,28,8,12,0,0,0,0,0,30.60
5,Marques Colston,WR,8,NO,NYG,9,8,89,114,1,53,13,14,0,0,0,0,0,28.40
6,Demaryius Thomas,WR,8,DEN,GB,11,8,73,168,0,47,15,21,0,0,0,0,0,27.80
7,Julian Edelman,WR,8,NE,MIA,9,7,78,81,2,20,9,12,0,0,0,0,0,27.10
8,Tavon Austin,WR,8,LA,SF,7,4,57,98,1,66,14,25,3,21,1,1,1,26.90
9,Brandin Cooks,WR,8,NO,NYG,8,6,75,88,2,26,11,15,1,-3,0,0,0,26.50
10,Michael Crabtree,WR,8,OAK,NYJ,12,7,58,102,1,36,9,15,0,0,0,0,0,26.20
11,Malcom Floyd,WR,8,SD,BAL,6,4,67,92,2,70,15,23,0,0,0,0,0,25.20
12,Willie Snead,WR,8,NO,NYG,8,6,75,70,2,34,9,12,0,0,0,0,0,25.00
13,Michael Floyd,WR,8,ARI,CLE,8,4,50,106,1,60,13,27,0,0,0,0,0,23.60
14,DeAndre Hopkins,WR,8,HOU,TEN,11,8,73,94,1,21,9,12,0,0,0,0,0,23.40
15,Brandon Marshall,WR,8,NYJ,OAK,18,9,50,108,0,28,6,12,0,0,0,0,0,22.80
16,Larry Fitzgerald,WR,8,ARI,CLE,11,9,82,84,1,16,8,9,0,0,0,1,1,22.40
17,Stefon Diggs,WR,8,MIN,CHI,12,6,50,95,1,40,8,16,0,0,0,0,0,21.50
18,Andre Holmes,WR,8,OAK,NYJ,3,2,67,54,2,49,18,27,0,0,0,0,0,19.40
19,Brian Hartline,WR,8,CLE,ARI,10,4,40,32,2,14,3,8,0,0,0,0,0,19.20
20,Dwayne Harris,WR,8,NYG,NO,7,3,43,37,2,20,5,12,0,0,0,0,0,18.70
21,Andre Johnson,WR,8,IND,CAR,8,4,50,81,1,30,10,20,0,0,0,0,0,18.10
22,Eric Decker,WR,8,NYJ,OAK,7,6,86,60,1,21,9,10,0,0,0,0,0,18.00
23,Nate Washington,WR,8,HOU,TEN,6,4,67,74,1,42,12,19,0,0,0,0,0,17.40
24,Antonio Brown,WR,8,PIT,CIN,11,6,55,47,1,17,4,8,0,0,0,0,0,16.70
25,Corey Brown,WR,8,CAR,IND,5,3,60,42,1,23,8,14,1,14,0,0,0,14.60
26,Keenan Allen,WR,8,SD,BAL,5,5,100,35,1,13,7,7,0,0,0,0,0,14.50
27,Calvin Johnson,WR,8,DET,KC,10,5,50,85,0,30,9,17,0,0,0,0,0,13.50
28,Steve Smith,WR,8,BAL,SD,7,5,71,82,0,46,12,16,0,0,0,0,0,13.20
29,Rishard Matthews,WR,8,MIA,NE,12,7,58,62,0,17,5,9,0,0,0,0,0,13.20
30,Jarvis Landry,WR,8,MIA,NE,8,6,75,71,0,18,9,12,0,0,0,1,0,13.10
31,Jeremy Maclin,WR,8,KC,DET,5,3,60,35,1,17,7,12,0,0,0,0,0,12.50
32,Kamar Aiken,WR,8,BAL,SD,6,6,100,62,0,18,10,10,0,0,0,0,0,12.20
33,Lance Moore,WR,8,DET,KC,3,3,100,29,1,21,10,10,0,0,0,0,0,11.90
34,Golden Tate,WR,8,DET,KC,7,6,86,59,0,16,8,10,0,0,0,0,0,11.90
35,Rueben Randle,WR,8,NYG,NO,9,5,56,55,0,19,6,11,0,0,0,0,0,10.50
36,Jeremy Kerley,WR,8,NYJ,OAK,5,4,80,63,0,25,13,16,0,0,0,0,0,10.30
37,Kenbrell Thompkins,WR,8,NYJ,OAK,7,6,86,41,0,12,6,7,0,0,0,0,0,10.10
38,JJ Nelson,WR,8,ARI,CLE,4,3,75,70,0,38,18,23,1,0,0,0,0,10.00
39,Amari Cooper,WR,8,OAK,NYJ,9,5,56,46,0,13,5,9,1,2,0,0,0,9.80
40,Griff Whalen,WR,8,IND,CAR,5,5,100,48,0,12,10,10,0,0,0,0,0,9.80
41,Randall Cobb,WR,8,GB,DEN,9,6,67,27,0,17,3,5,1,10,0,0,0,9.70
42,Martavis Bryant,WR,8,PIT,CIN,9,4,44,49,0,21,5,12,0,0,0,0,0,8.90
43,Kenny Stills,WR,8,MIA,NE,7,3,43,58,0,25,8,19,0,0,0,0,0,8.80
44,Chris Givens,WR,8,BAL,SD,4,3,75,57,0,39,14,19,0,0,0,0,0,8.70
45,Brandon LaFell,WR,8,NE,MIA,7,4,57,47,0,25,7,12,0,0,0,0,0,8.70
46,Ted Ginn,WR,8,CAR,IND,10,2,20,60,0,48,6,30,0,0,0,0,0,8.00
47,Mike Evans,WR,8,TB,ATL,9,3,33,48,0,21,5,16,0,0,0,0,0,7.80
48,Taylor Gabriel,WR,8,CLE,ARI,7,4,57,32,0,9,5,8,0,0,0,0,0,7.20
49,Kendall Wright,WR,8,TEN,HOU,7,4,57,21,0,18,3,5,1,7,0,0,0,6.80
50,Tyler Lockett,WR,8,SEA,DAL,4,3,75,36,0,16,9,12,0,0,0,0,0,6.60
1,Antonio Brown,WR,9,PIT,OAK,23,17,74,284,0,59,12,17,2,22,0,1,1,49.60
2,Cole Beasley,WR,9,DAL,PHI,11,9,82,112,2,30,10,12,0,0,0,0,0,35.20
3,Sammy Watkins,WR,9,BUF,MIA,8,8,100,168,1,63,21,21,0,0,0,0,0,33.80
4,Michael Crabtree,WR,9,OAK,PIT,12,7,58,108,2,38,9,15,0,0,0,0,0,32.80
5,Jordan Matthews,WR,9,PHI,DAL,12,9,75,133,1,41,11,15,0,0,0,0,0,31.30
6,Alshon Jeffery,WR,9,CHI,SD,16,10,63,151,0,47,9,15,0,0,0,0,0,28.10
7,Julio Jones,WR,9,ATL,SF,17,10,59,137,0,54,8,14,0,0,0,0,0,26.70
8,Allen Hurns,WR,9,JAX,NYJ,8,5,63,122,1,30,15,24,0,0,0,0,0,26.20
9,Mike Evans,WR,9,TB,NYG,19,8,42,150,0,68,8,19,0,0,0,1,1,25.00
10,Dez Bryant,WR,9,DAL,PHI,8,5,63,104,1,51,13,21,0,0,0,0,0,24.40
11,Odell Beckham Jr,WR,9,NYG,TB,17,9,53,105,0,24,6,12,0,0,0,1,0,22.50
12,Amari Cooper,WR,9,OAK,PIT,13,7,54,88,1,21,7,13,0,0,0,0,0,21.80
13,Allen Robinson,WR,9,JAX,NYJ,11,6,55,121,0,44,11,20,0,0,0,0,0,21.10
14,Emmanuel Sanders,WR,9,DEN,IND,11,6,55,90,1,64,8,15,0,0,0,0,0,21.00
15,Jarvis Landry,WR,9,MIA,BUF,13,11,85,69,0,24,5,6,4,18,0,0,0,20.06
16,Randall Cobb,WR,9,GB,CAR,12,4,33,99,1,53,8,25,0,0,0,0,0,19.90
17,Eric Decker,WR,9,NYJ,JAX,9,6,67,79,1,25,9,13,0,0,0,0,0,19.90
18,Davante Adams,WR,9,GB,CAR,11,7,64,93,0,40,9,13,0,0,0,0,0,18.30
19,Brandon LaFell,WR,9,NE,WAS,9,5,56,102,0,48,11,20,0,0,0,0,0,18.20
20,Brandin Cooks,WR,9,NO,TEN,6,4,67,71,1,38,12,18,0,0,0,0,0,17.10
21,Bryan Walters,WR,9,JAX,NYJ,7,5,71,54,1,20,8,11,0,0,0,0,0,16.40
22,Devin Funchess,WR,9,CAR,GB,4,3,75,71,1,52,18,24,0,0,0,0,0,16.10
23,Julian Edelman,WR,9,NE,WAS,8,5,63,55,1,24,7,11,0,0,0,1,1,15.50
24,Willie Snead,WR,9,NO,TEN,10,6,60,95,0,32,10,16,0,0,0,0,0,15.50
25,Rueben Randle,WR,9,NYG,TB,5,5,100,40,1,13,8,8,0,0,0,0,0,15.00
26,Brandon Marshall,WR,9,NYJ,JAX,8,4,50,44,1,20,6,11,0,0,0,0,0,14.40
27,Mohamed Sanu,WR,9,CIN,CLE,3,3,100,25,0,9,8,8,1,25,1,0,0,14.00
28,Steve Johnson,WR,9,SD,CHI,10,7,70,68,0,16,7,10,0,0,0,0,0,13.80
29,TY Hilton,WR,9,IND,DEN,6,5,83,82,0,30,14,16,0,0,0,0,0,13.20
30,Marvin Jones,WR,9,CIN,CLE,6,5,83,78,0,29,13,16,0,0,0,0,0,12.80
31,Dorial Green-Beckham,WR,9,TEN,NO,10,5,50,77,0,20,8,15,0,0,0,0,0,12.70
32,Harry Douglas,WR,9,TEN,NO,5,5,100,73,0,30,15,15,0,0,0,0,0,12.30
33,Griff Whalen,WR,9,IND,DEN,6,5,83,73,0,38,12,15,0,0,0,0,0,12.30
34,Martavis Bryant,WR,9,PIT,OAK,7,3,43,31,1,15,4,10,0,0,0,0,0,12.10
35,Tavon Austin,WR,9,LA,MIN,7,4,57,15,0,10,2,4,8,66,0,0,0,12.10
36,Corey Brown,WR,9,CAR,GB,4,2,50,50,1,39,13,25,1,-12,0,0,0,11.80
37,Kenny Britt,WR,9,LA,MIN,5,3,60,87,0,55,17,29,0,0,0,0,0,11.70
38,Jerricho Cotchery,WR,9,CAR,GB,6,3,50,82,0,59,14,27,0,0,0,0,0,11.20
39,Pierre Garcon,WR,9,WAS,NE,8,4,50,70,0,36,9,18,0,0,0,0,0,11.00
40,Jamison Crowder,WR,9,WAS,NE,8,6,75,50,0,16,6,8,0,0,0,1,0,11.00
41,Justin Hunter,WR,9,TEN,NO,4,3,75,17,1,8,4,6,0,0,0,0,0,10.70
42,Adam Humphries,WR,9,TB,NYG,5,5,100,55,0,16,11,11,0,0,0,0,0,10.50
43,Kenny Stills,WR,9,MIA,BUF,5,3,60,74,0,46,15,25,0,0,0,0,0,10.40
44,Seth Roberts,WR,9,OAK,PIT,4,3,75,73,0,36,18,24,0,0,0,0,0,10.30
45,Quinton Patton,WR,9,SF,ATL,5,3,60,70,0,41,14,23,0,0,0,0,0,10.00
46,Demaryius Thomas,WR,9,DEN,IND,7,5,71,50,0,17,7,10,0,0,0,0,0,10.00
47,Rishard Matthews,WR,9,MIA,BUF,4,4,100,54,0,21,14,14,0,0,0,0,0,9.40
48,AJ Green,WR,9,CIN,CLE,6,4,67,53,0,18,9,13,0,0,0,0,0,9.30
49,Kenbrell Thompkins,WR,9,NYJ,JAX,4,4,100,45,0,38,11,11,0,0,0,0,0,8.50
50,Brandon Coleman,WR,9,NO,TEN,3,2,67,58,0,30,19,29,0,0,0,0,0,7.80
1,Antonio Brown,WR,10,PIT,CLE,14,10,71,139,2,56,10,14,0,0,0,0,0,40.90
2,Michael Floyd,WR,10,ARI,SEA,9,7,78,113,2,35,13,16,0,0,0,0,0,33.30
3,Martavis Bryant,WR,10,PIT,CLE,10,6,60,178,1,64,18,30,0,0,0,1,1,31.80
4,Doug Baldwin,WR,10,SEA,ARI,10,7,70,134,1,33,13,19,0,0,0,0,0,29.40
5,Brandin Cooks,WR,10,NO,WAS,8,5,63,98,2,60,12,20,1,11,0,0,0,27.90
6,Larry Fitzgerald,WR,10,ARI,SEA,15,10,67,130,0,22,9,13,0,0,0,0,0,26.00
7,Mike Evans,WR,10,TB,DAL,13,8,62,126,0,26,10,16,0,0,0,0,0,23.60
8,Odell Beckham Jr,WR,10,NYG,NE,12,4,33,104,1,87,9,26,0,0,0,0,0,23.40
9,Travis Benjamin,WR,10,CLE,PIT,11,7,64,113,0,61,10,16,1,-7,0,0,0,20.60
10,Eric Decker,WR,10,NYJ,BUF,11,6,55,85,1,31,8,14,0,0,0,0,0,20.50
11,Dwayne Harris,WR,10,NYG,NE,9,6,67,82,1,30,9,14,0,0,0,0,0,20.20
12,Jarvis Landry,WR,10,MIA,PHI,12,7,58,52,1,18,4,7,1,6,0,0,0,18.80
13,Davante Adams,WR,10,GB,DET,21,10,48,79,0,18,4,8,0,0,0,0,0,17.90
14,Danny Amendola,WR,10,NE,NYG,11,10,91,79,0,12,7,8,0,0,0,0,0,17.90
15,Allen Hurns,WR,10,JAX,BAL,9,5,56,62,1,21,7,12,0,0,0,0,0,17.20
16,DeAndre Hopkins,WR,10,HOU,CIN,11,5,46,57,1,22,5,11,0,0,0,0,0,16.70
17,Allen Robinson,WR,10,JAX,BAL,11,5,46,51,1,16,5,10,0,0,0,0,0,16.10
18,Jamison Crowder,WR,10,WAS,NO,5,4,80,60,1,31,12,15,0,0,0,1,0,16.00
19,Rishard Matthews,WR,10,MIA,PHI,6,5,83,93,0,43,16,19,1,4,0,0,0,14.70
20,Kamar Aiken,WR,10,BAL,JAX,14,7,50,73,0,29,5,10,0,0,0,0,0,14.30
21,Calvin Johnson,WR,10,DET,GB,9,6,67,81,0,19,9,14,0,0,0,0,0,14.10
22,Demaryius Thomas,WR,10,DEN,KC,10,7,70,71,0,17,7,10,0,0,0,0,0,14.10
23,Chris Givens,WR,10,BAL,JAX,7,4,57,37,1,14,5,9,0,0,0,0,0,13.70
24,Brian Hartline,WR,10,CLE,PIT,9,6,67,77,0,21,9,13,0,0,0,0,0,13.70
25,Amari Cooper,WR,10,OAK,MIN,9,5,56,79,0,38,9,16,0,0,0,0,0,12.90
26,Andrew Hawkins,WR,10,CLE,PIT,8,7,88,69,0,16,9,10,0,0,0,1,1,12.90
27,Lance Moore,WR,10,DET,GB,6,3,50,29,1,15,5,10,0,0,0,0,0,11.90
28,Brandon Marshall,WR,10,NYJ,BUF,10,3,30,23,1,14,2,8,0,0,0,0,0,11.30
29,Josh Huff,WR,10,PHI,MIA,4,3,75,23,1,16,6,8,0,0,0,0,0,11.30
30,AJ Green,WR,10,CIN,HOU,7,5,71,67,0,26,10,13,0,0,0,1,1,10.70
31,Andre Holmes,WR,10,OAK,MIN,2,1,50,34,1,34,17,34,0,0,0,0,0,10.40
32,Golden Tate,WR,10,DET,GB,4,4,100,52,0,43,13,13,1,11,0,0,0,10.30
33,Randall Cobb,WR,10,GB,DET,10,5,50,53,0,20,5,11,1,-3,0,0,0,10.00
34,Jared Abbrederis,WR,10,GB,DET,7,4,57,57,0,32,8,14,0,0,0,1,0,9.70
35,Michael Crabtree,WR,10,OAK,MIN,5,4,80,55,0,22,11,14,0,0,0,0,0,9.50
36,Dez Bryant,WR,10,DAL,TB,12,5,42,45,0,16,4,9,0,0,0,0,0,9.50
37,Andre Caldwell,WR,10,DEN,KC,5,2,40,13,1,7,3,7,0,0,0,0,0,9.30
38,Julian Edelman,WR,10,NE,NYG,5,4,80,53,0,30,11,13,0,0,0,0,0,9.30
39,Justin Hunter,WR,10,TEN,CAR,4,4,100,47,0,24,12,12,0,0,0,0,0,8.70
40,Brandon LaFell,WR,10,NE,NYG,6,2,33,66,0,54,11,33,0,0,0,0,0,8.60
41,Ted Ginn,WR,10,CAR,TEN,8,4,50,45,0,19,6,11,0,0,0,0,0,8.50
42,Rueben Randle,WR,10,NYG,NE,4,3,75,51,0,31,13,17,0,0,0,0,0,8.10
43,Stefon Diggs,WR,10,MIN,OAK,2,2,100,46,0,37,23,23,1,10,0,0,0,7.60
44,Marvin Jones,WR,10,CIN,HOU,9,4,44,44,0,16,5,11,1,-8,0,0,0,7.60
45,Jaron Brown,WR,10,ARI,SEA,5,3,60,38,0,20,8,13,0,0,0,0,0,6.80
46,Cordarrelle Patterson,WR,10,MIN,OAK,0,0,0,0,0,0,0,0,1,6,0,0,0,6.60
47,DeSean Jackson,WR,10,WAS,NO,5,2,40,44,0,42,9,22,0,0,0,0,0,6.40
48,Nelson Agholor,WR,10,PHI,MIA,4,3,75,32,0,21,8,11,0,0,0,0,0,6.20
49,Wes Welker,WR,10,LA,CHI,6,3,50,32,0,14,5,11,0,0,0,0,0,6.20
50,Devin Funchess,WR,10,CAR,TEN,2,2,100,41,0,27,21,21,0,0,0,0,0,6.10
1,DeAndre Hopkins,WR,11,HOU,NYJ,12,5,42,118,2,61,10,24,0,0,0,0,0,31.80
2,Julio Jones,WR,11,ATL,IND,15,9,60,160,0,36,11,18,0,0,0,0,0,28.00
3,James Jones,WR,11,GB,MIN,11,6,55,109,1,37,10,18,0,0,0,0,0,27.90
4,JJ Nelson,WR,11,ARI,CIN,6,4,67,142,1,64,24,36,0,0,0,0,0,27.20
5,Danny Amendola,WR,11,NE,BUF,12,9,75,117,0,41,10,13,0,0,0,0,0,23.70
6,Tyler Lockett,WR,11,SEA,SF,5,4,80,48,2,24,10,12,1,5,0,0,0,21.30
7,DeSean Jackson,WR,11,WAS,CAR,8,5,63,87,1,56,11,17,0,0,0,0,0,19.70
8,Allen Robinson,WR,11,JAX,TEN,7,5,71,113,0,38,16,23,0,0,0,0,0,19.30
9,Terrance Williams,WR,11,DAL,MIA,4,4,100,79,1,31,20,20,0,0,0,0,0,17.90
10,Marquess Wilson,WR,11,CHI,DEN,7,4,57,102,0,40,15,26,0,0,0,0,0,17.20
11,Larry Fitzgerald,WR,11,ARI,CIN,13,8,62,90,0,20,7,11,0,0,0,0,0,17.00
12,Devin Funchess,WR,11,CAR,WAS,8,4,50,64,1,35,8,16,0,0,0,0,0,16.40
13,Mike Evans,WR,11,TB,PHI,7,4,57,63,1,25,9,16,0,0,0,0,0,16.30
14,Kamar Aiken,WR,11,BAL,LA,8,5,63,50,1,18,6,10,0,0,0,0,0,16.00
15,Ted Ginn,WR,11,CAR,WAS,8,5,63,37,1,17,5,7,2,12,0,0,0,15.90
16,Brandon Marshall,WR,11,NYJ,HOU,10,5,50,47,1,21,5,9,0,0,0,0,0,15.70
17,Vincent Jackson,WR,11,TB,PHI,6,4,67,56,1,24,9,14,0,0,0,0,0,15.60
18,Chris Hogan,WR,11,BUF,NE,7,6,86,95,0,42,14,16,0,0,0,0,0,15.50
19,Golden Tate,WR,11,DET,OAK,11,8,73,73,0,21,7,9,1,-2,0,0,0,15.10
20,Demaryius Thomas,WR,11,DEN,CHI,8,3,38,59,1,48,7,20,0,0,0,0,0,14.90
21,Cecil Shorts,WR,11,HOU,NYJ,5,2,40,51,0,35,10,26,4,26,0,0,0,14.54
22,Dez Bryant,WR,11,DAL,MIA,9,4,44,45,1,16,5,11,0,0,0,0,0,14.50
23,Anquan Boldin,WR,11,SF,SEA,7,5,71,93,0,28,13,19,0,0,0,0,0,14.30
24,John Brown,WR,11,ARI,CIN,3,3,100,43,1,18,14,14,2,9,0,0,0,14.20
25,Calvin Johnson,WR,11,DET,OAK,9,5,56,88,0,36,10,18,0,0,0,0,0,13.80
